,url
614,https://www.petrescue.com.au/listings/878795
615,https://www.petrescue.com.au/listings/878794
616,https://www.petrescue.com.au/listings/878788
617,https://www.petrescue.com.au/listings/878669
618,https://www.petrescue.com.au/listings/878599
619,https://www.petrescue.com.au/listings/878374
620,https://www.petrescue.com.au/listings/878357
621,https://www.petrescue.com.au/listings/878328
622,https://www.petrescue.com.au/listings/878163
623,https://www.petrescue.com.au/listings/876961
624,https://www.petrescue.com.au/listings/861337
625,https://www.petrescue.com.au/listings/876988
626,https://www.petrescue.com.au/listings/876879
627,https://www.petrescue.com.au/listings/876762
628,https://www.petrescue.com.au/listings/876716
629,https://www.petrescue.com.au/listings/876339
630,https://www.petrescue.com.au/listings/876337
631,https://www.petrescue.com.au/listings/876336
632,https://www.petrescue.com.au/listings/874169
633,https://www.petrescue.com.au/listings/864071
634,https://www.petrescue.com.au/listings/871398
635,https://www.petrescue.com.au/listings/814194
636,https://www.petrescue.com.au/listings/866912
637,https://www.petrescue.com.au/listings/866911
638,https://www.petrescue.com.au/listings/866404
639,https://www.petrescue.com.au/listings/862711
640,https://www.petrescue.com.au/listings/860759
641,https://www.petrescue.com.au/listings/811758
642,https://www.petrescue.com.au/listings/850748
643,https://www.petrescue.com.au/listings/841303
644,https://www.petrescue.com.au/listings/838910
645,https://www.petrescue.com.au/listings/838821
646,https://www.petrescue.com.au/listings/821868
647,https://www.petrescue.com.au/listings/821947
648,https://www.petrescue.com.au/listings/815249
649,https://www.petrescue.com.au/listings/794484
650,https://www.petrescue.com.au/listings/794399
651,https://www.petrescue.com.au/listings/511805
652,https://www.petrescue.com.au/listings/621194
653,https://www.petrescue.com.au/listings/489002
654,https://www.petrescue.com.au/listings/795842
655,https://www.petrescue.com.au/listings/793271
